timestamp,lstm_cpu,lstm_mem,lstm_rtt,lstm_pkt_in,lstm_pkt_out,lstm_flow_mod,lstm_flows_sec,lstm_bw,if_cpu,if_mem,if_rtt,if_pkt_in,if_pkt_out,if_flow_mod,if_table_occ,if_link_loss,if_bw,if_churn,if_zscore_avg,if_ratio_pkt_flow
1764658198.5944011,91.8,39.1,0.005,14595.758363883984,14595.758363883984,0,0,0,91.8,39.1,0.005,14595.758363883984,14595.758363883984,0,0,0,0,0,1.160583693627696,1459575836.3883984
1764658199.5989716,86.7,39.3,0.005,14469.865707964496,14469.865707964496,0,0,0,86.7,39.3,0.005,14469.865707964496,14469.865707964496,0,0,0,0,0,1.0018664313740402,1446986570.7964494
1764658200.603462,86.7,39.7,0.005,14587.496662107911,14587.496662107911,0,0,0,86.7,39.7,0.005,14587.496662107911,14587.496662107911,0,0,0,0,0,0.9625809774331572,1458749666.2107909
1764658201.6077273,89.5,40.0,0.005,14403.5643562476,14403.5643562476,0,0,0,89.5,40.0,0.005,14403.5643562476,14403.5643562476,0,0,0,0,0,0.9868556046273581,1440356435.62476
1764658202.612204,88.0,40.4,0.005,14375.643326107425,14375.643326107425,0,0,0,88.0,40.4,0.005,14375.643326107425,14375.643326107425,0,0,0,0,0,0.9147678990304811,1437564332.6107423
1764658203.6174362,86.9,40.6,0.005,14410.602349149682,14410.602349149682,0,0,0,86.9,40.6,0.005,14410.602349149682,14410.602349149682,0,0,0,0,0,0.8538576874833691,1441060234.914968
1764658204.6221368,87.5,41.0,0.005,14467.990883764196,14467.990883764196,0,0,0,87.5,41.0,0.005,14467.990883764196,14467.990883764196,0,0,0,0,0,0.8328727262259101,1446799088.3764195
1764658205.6267598,89.1,41.2,0.005,14451.193055784308,14451.193055784308,0,0,0,89.1,41.2,0.005,14451.193055784308,14451.193055784308,0,0,0,0,0,0.8352228604783625,1445119305.5784307
1764658206.6343548,89.1,41.5,0.005,13760.488235182765,13760.488235182765,0,0,0,89.1,41.5,0.005,13760.488235182765,13760.488235182765,0,0,0,0,0,0.801160860945202,1376048823.5182765
1764658207.6395133,90.1,41.9,0.005,12406.00456363231,12406.00456363231,0,0,0,90.1,41.9,0.005,12406.00456363231,12406.00456363231,0,0,0,0,0,0.7910741502858089,1240600456.363231
1764658208.644291,85.8,42.1,0.005,14289.728394675041,14289.728394675041,0,0,0,85.8,42.1,0.005,14289.728394675041,14289.728394675041,0,0,0,0,0,0.6568788584843167,1428972839.467504
1764658209.6483934,90.8,42.5,0.005,14667.825707210548,14667.825707210548,0,0,0,90.8,42.5,0.005,14667.825707210548,14667.825707210548,0,0,0,0,0,0.7455459077083777,1466782570.7210548
1764658210.656405,87.4,42.9,0.005,14434.357993210351,14434.357993210351,0,0,0,87.4,42.9,0.005,14434.357993210351,14434.357993210351,0,0,0,0,0,0.6307473037734493,1443435799.321035
1764658211.6605048,85.9,43.1,0.005,13839.261162056275,13839.261162056275,0,0,0,85.9,43.1,0.005,13839.261162056275,13839.261162056275,0,0,0,0,0,0.5625046648484427,1383926116.2056274
1764658212.6663582,85.4,43.3,0.005,14560.769778529957,14560.769778529957,0,0,0,85.4,43.3,0.005,14560.769778529957,14560.769778529957,0,0,0,0,0,0.5190573141803303,1456076977.8529956
1764658213.6743863,84.6,43.7,0.005,14578.959668645233,14578.959668645233,0,0,0,84.6,43.7,0.005,14578.959668645233,14578.959668645233,0,0,0,0,0,0.46719538422185,1457895966.8645232
1764658214.6795077,89.4,44.1,0.005,14636.041957547646,14636.041957547646,0,0,0,89.4,44.1,0.005,14636.041957547646,14636.041957547646,0,0,0,0,0,0.5657776618125152,1463604195.7547646
1764658215.684516,89.9,44.4,0.005,14654.606496793831,14654.606496793831,0,0,0,89.9,44.4,0.005,14654.606496793831,14654.606496793831,0,0,0,0,0,0.5489436886836786,1465460649.679383
1764658216.6938972,86.0,44.6,0.005,13907.5293746392,13907.5293746392,0,0,0,86.0,44.6,0.005,13907.5293746392,13907.5293746392,0,0,0,0,0,0.40464648022374944,1390752937.4639199
1764658217.6995306,88.2,45.0,0.005,14200.006334857935,14200.006334857935,0,0,0,88.2,45.0,0.005,14200.006334857935,14200.006334857935,0,0,0,0,0,0.4382603280342233,1420000633.4857934
1764658218.7056215,89.8,45.4,0.005,13507.726069001015,13507.726069001015,0,0,0,89.8,45.4,0.005,13507.726069001015,13507.726069001015,0,0,0,0,0,0.45677372665772814,1350772606.9001014
1764658219.714409,93.4,45.7,0.005,14758.3094081484,14758.3094081484,0,0,0,93.4,45.7,0.005,14758.3094081484,14758.3094081484,0,0,0,0,0,0.5479660206623543,1475830940.8148398
1764658220.7192922,88.7,45.9,0.005,13587.650809234634,13587.650809234634,0,0,0,88.7,45.9,0.005,13587.650809234634,13587.650809234634,0,0,0,0,0,0.3480558518417972,1358765080.9234633
1764658221.7235966,91.2,46.2,0.005,11651.845690228609,11651.845690228609,0,0,0,91.2,46.2,0.005,11651.845690228609,11651.845690228609,0,0,0,0,0,0.4125923265188455,1165184569.0228608
1764658222.732409,88.6,46.5,0.005,13890.590180811134,13890.590180811134,0,0,0,88.6,46.5,0.005,13890.590180811134,13890.590180811134,0,0,0,0,0,0.26310186745116065,1389059018.0811133
1764658223.7364058,92.2,46.8,0.005,14821.75966381925,14821.75966381925,0,0,0,92.2,46.8,0.005,14821.75966381925,14821.75966381925,0,0,0,0,0,0.41601376243783933,1482175966.3819249
1764658224.7443845,90.4,47.1,0.005,14547.926780294762,14547.926780294762,0,0,0,90.4,47.1,0.005,14547.926780294762,14547.926780294762,0,0,0,0,0,0.2887314874384049,1454792678.029476
1764658225.74838,87.8,47.4,0.005,14715.206590641506,14715.206590641506,0,0,0,87.8,47.4,0.005,14715.206590641506,14715.206590641506,0,0,0,0,0,-0.12157006583322282,1471520659.0641506
1764658226.7524002,89.4,47.7,0.005,13521.64011202598,13521.64011202598,0,0,0,89.4,47.7,0.005,13521.64011202598,13521.64011202598,0,0,0,0,0,0.21589700106213988,1352164011.2025979
1764658227.7585676,86.6,48.1,0.005,14556.225761414464,14556.225761414464,0,0,0,86.6,48.1,0.005,14556.225761414464,14556.225761414464,0,0,0,0,0,-1.1671495059593486,1455622576.1414464
1764658228.7629526,88.3,48.2,0.005,13557.550216773298,13557.550216773298,0,0,0,88.3,48.2,0.005,13557.550216773298,13557.550216773298,0,0,0,0,0,-0.3533770648456187,1355755021.6773295
1764658229.772396,91.0,48.6,0.005,13992.858143282585,13992.858143282585,0,0,0,91.0,48.6,0.005,13992.858143282585,13992.858143282585,0,0,0,0,0,0.9912146053513771,1399285814.3282583
1764658230.77643,79.2,49.0,0.005,14140.95814731255,14140.95814731255,0,0,0,79.2,49.0,0.005,14140.95814731255,14140.95814731255,0,0,0,0,0,-4.049674639730619,1414095814.731255
